round=10 elapsed=5.2s
round=20 elapsed=10.3s
round=30 elapsed=15.4s
round=40 elapsed=20.4s
round=50 elapsed=25.5s
round=60 elapsed=30.6s
round=70 elapsed=35.7s
round=80 elapsed=40.8s
round=90 elapsed=45.9s
round=100 elapsed=51.0s
round=110 elapsed=56.1s
round=120 elapsed=61.2s
round=130 elapsed=66.3s
round=140 elapsed=71.5s
round=150 elapsed=76.5s
round=160 elapsed=81.6s
round=170 elapsed=86.8s
